Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),意味,例文,,
massive,1923,55.79,38,(形) 大規模な、巨大な,They made a massive effort. (彼らは多大な努力をした。),,
install,1924,55.78,38,(動) 設置する、インストールする,We need to install new software. (新しいソフトウェアをインストールする必要がある。),,
calculate,1925,55.78,38,(動) 計算する、見積もる,Can you calculate the total cost? (合計費用を計算できますか？),,
mouse,1926,55.78,38,(名) ネズミ、マウス,My computer mouse isn't working. (私のコンピューターマウスが動かない。),,
mathematics,1927,55.77,38,(名) 数学,She is good at mathematics. (彼女は数学が得意だ。),,
upper,1928,55.77,38,(形) 上部の、上位の,The upper limit for the price is $100. (価格の上限は100ドルだ。),,
creation,1929,55.76,38,(名) 創造、創造物,The creation of new jobs is important. (新しい雇用を生み出すことは重要だ。),,
occupy,1930,55.76,38,(動) 占める、占領する,The new building will occupy a large area. (新しい建物は広い面積を占めるだろう。),,
outline,1931,55.76,38,(名) 概要、輪郭 (動) 概要を述べる,He presented an outline of his plan. (彼は計画の概要を提示した。),,
sufficient,1932,55.76,38,(形) 十分な、足りる,Is that sufficient for your needs? (それはあなたのニーズに十分ですか？),,
update,1933,55.76,38,(動) 最新にする、更新する (名) 最新情報、更新,Please update your software. (ソフトウェアを更新してください。),,
luck,1934,55.75,38,(名) 運、幸運,Good luck with your exam! (試験頑張ってね！),,
preserve,1935,55.75,38,(動) 保存する、保護する,We need to preserve our natural environment. (私たちは自然環境を保護する必要がある。),,
split,1936,55.75,38,(動) 分割する、裂く (名) 分割、裂け目,They decided to split the cost. (彼らは費用を分担することに決めた。),,
swing,1937,55.75,38,(動) 揺れる、振る (名) スイング、ブランコ,He swung the bat. (彼はバットを振った。),,
illness,1938,55.75,38,(名) 病気、疾患,She is recovering from a serious illness. (彼女は重い病気から回復している。),,
journalist,1939,55.75,38,(名) ジャーナリスト、記者,He works as a journalist. (彼はジャーナリストとして働いている。),,
sudden,1940,55.75,38,(形) 突然の、予期しない,He had a sudden idea. (彼は突然アイデアを思いついた。),,
advertisement,1941,55.74,38,(名) 広告,I saw an advertisement for a new car. (新しい車の広告を見た。),,
consistent,1942,55.74,38,(形) 一貫した、矛盾しない,His actions are consistent with his words. (彼の行動は言葉と一貫している。),,
originally,1943,55.73,37,(副) 元々は、元来は,The house was originally built in 1900. (その家は元々1900年に建てられた。),,
aside,1944,55.73,37,(副) 脇に、別にして,Put your worries aside. (心配事は脇に置いてください。),,
comfort,1945,55.71,37,(名) 快適さ、慰め (動) 慰める,She found comfort in music. (彼女は音楽に慰めを見出した。),,
secondly,1946,55.71,37,(副) 第二に,Firstly, ... Secondly, ... (まず第一に、...次に、...)
severe,1947,55.7,37,(形) 厳しい、重い、ひどい,He suffered a severe injury. (彼は重傷を負った。),,
gene,1948,55.7,37,(名) 遺伝子,Genes determine our characteristics. (遺伝子は私たちの特徴を決定する。),,
prospect,1949,55.7,37,(名) 見込み、展望、可能性,There is little prospect of success. (成功の見込みはほとんどない。),,
snow,1950,55.7,37,(名) 雪 (動) 雪が降る,It started to snow heavily. (雪が激しく降り始めた。),,
plot,1951,55.7,37,(名) 筋書き、陰謀、区画 (動) 計画する、陰謀を企てる,The movie has a complicated plot. (その映画は複雑な筋書きだ。),,
neck,1952,55.69,37,(名) 首,He hurt his neck. (彼は首を痛めた。),,
criteria,1953,55.67,37,(名) 基準、標準 (criterionの複数形),What are the criteria for selection? (選考基準は何ですか？),,
primarily,1954,55.67,37,(副) 主に、第一に,The problem is primarily due to a lack of communication. (その問題は主にコミュニケーション不足によるものだ。),,
integrate,1955,55.67,37,(動) 統合する、一体化させる,We need to integrate the new system with the old one. (新しいシステムを古いシステムと統合する必要がある。),,
criticism,1956,55.66,37,(名) 批判、非難,He received a lot of criticism. (彼は多くの批判を受けた。),,
convention,1957,55.66,37,(名) 慣習、しきたり、大会,It is a social convention to shake hands. (握手は社会的な慣習だ。),,
bet,1958,55.66,37,(動) 賭ける (名) 賭け,I'll bet you $10 that I'm right. (私が正しい方に10ドル賭けるよ。),,
retain,1959,55.66,37,(動) 保持する、維持する,She managed to retain her composure. (彼女は冷静さを保つことができた。),,
sequence,1960,55.66,37,(名) 連続、順序,The events occurred in a strange sequence. (その出来事は奇妙な順序で起こった。),,
plain,1961,55.65,37,(形) 平易な、明白な、質素な (名) 平野,The answer is plain to see. (答えは明白だ。),,
volunteer,1962,55.64,37,(名) ボランティア (動) ボランティアをする、自ら申し出る,She volunteers at a local hospital. (彼女は地元の病院でボランティアをしている。),,
rural,1963,55.64,37,(形) 田舎の、地方の,He grew up in a rural area. (彼は田舎で育った。),,
calm,1964,55.64,37,(形) 穏やかな、落ち着いた (動) 落ち着かせる (名) 静けさ,Stay calm and don't panic. (落ち着いて、パニックにならないで。),,
abandon,1965,55.64,37,(動) 捨てる、放棄する,They had to abandon their car. (彼らは車を放棄しなければならなかった。),,
examination,1966,55.64,37,(名) 試験、検査,She passed her final examination. (彼女は最終試験に合格した。),,
silence,1967,55.64,37,(名) 沈黙、静寂 (動) 沈黙させる,A deep silence fell over the room. (部屋には深い沈黙が降りた。),,
rapidly,1968,55.63,37,(副) 急速に、素早く,The situation is changing rapidly. (状況は急速に変化している。),,
efficient,1969,55.62,37,(形) 効率的な、能率的な,She is a very efficient worker. (彼女はとても効率的な働き手だ。),,
revolution,1970,55.62,36,(名) 革命、回転,The industrial revolution changed society. (産業革命は社会を変えた。),,
delight,1971,55.62,36,(名) 喜び、楽しみ (動) 喜ばせる,To my delight, she said yes. (嬉しいことに、彼女は承諾した。),
spell,1972,55.61,36,(動) つづる、魔法をかける (名) 呪文、期間,How do you spell your name? (あなたの名前はどう綴りますか？),,
premise,1973,55.61,36,(名) 前提、根拠,His argument is based on a false premise. (彼の議論は誤った前提に基づいている。),,
lean,1974,55.6,36,(動) 傾く、寄りかかる (形) 痩せた、無駄のない,Don't lean against the wall. (壁にもたれないでください。),,
dramatic,1975,55.6,36,(形) 劇的な、演劇の,There was a dramatic change in his attitude. (彼の態度に劇的な変化があった。),,
differ,1976,55.59,36,(動) 異なる、意見が違う,Opinions differ on this issue. (この問題については意見が異なる。),,
grateful,1977,55.59,36,(形) 感謝している,I'm very grateful for your help. (あなたの助けにとても感謝しています。),,
protein,1978,55.59,36,(名) タンパク質,Meat is a good source of protein. (肉は良いタンパク質源だ。),,
bike,1979,55.59,36,(名) 自転車、バイク (動) 自転車に乗る,I ride my bike to work. (私は自転車で仕事に行く。),,
distribute,1980,55.58,36,(動) 分配する、配布する,They distributed flyers to the crowd. (彼らは群衆にチラシを配布した。),,
intellectual,1981,55.58,36,(形) 知的な (名) 知的労働者、知識人,He has a keen intellectual curiosity. (彼は鋭い知的好奇心を持っている。),,
derive,1982,55.58,36,(動) 得る、由来する,Many English words derive from Latin. (多くの英単語はラテン語に由来する。),,
crucial,1983,55.58,36,(形) 極めて重要な、決定的な,This is a crucial decision. (これは極めて重要な決定だ。),,
unemployment,1984,55.57,36,(名) 失業,The unemployment rate is high. (失業率が高い。),,
wheel,1985,55.57,36,(名) 車輪、ハンドル,The car has four wheels. (その車には4つの車輪がある。),,
crop,1986,55.57,36,(名) 作物、収穫 (動) 刈り取る,The region grows a variety of crops. (その地域では様々な作物が栽培されている。),,
minority,1987,55.57,36,(名) 少数派、少数民族,Women are still a minority in senior management positions. (女性はまだ上級管理職では少数派だ。),,
origin,1988,55.57,36,(名) 起源、源,What is the origin of this custom? (この習慣の起源は何ですか？),,
interpretation,1989,55.57,36,(名) 解釈、通訳,His interpretation of the poem was unique. (彼の詩の解釈は独特だった。),,
gentleman,1990,55.56,36,(名) 紳士,He is a true gentleman. (彼は真の紳士だ。),,
drama,1991,55.56,36,(名) ドラマ、演劇,I enjoy watching historical dramas. (私は歴史ドラマを見るのが好きだ。),,
landscape,1992,55.56,36,(名) 風景、景色,The landscape was beautiful. (その景色は美しかった。),,
educate,1993,55.56,36,(動) 教育する、教える,It's important to educate children about healthy eating. (子供たちに健康的な食事について教えることは重要だ。),,
toy,1994,55.55,36,(名) おもちゃ (形) おもちゃの (動) 玩ぶ,The child is playing with a toy car. (子供はおもちゃの車で遊んでいる。),,
fault,1995,55.55,36,(名) 欠点、過失、断層 (動) 欠点を見つける,It's not my fault. (私のせいではない。),,
exhibit,1996,55.55,36,(動) 展示する、示す (名) 展示品,They will exhibit their new products at the fair. (彼らは展示会で新製品を展示する。),,
minor,1997,55.54,36,(形) 小さな、軽微な、重要でない (名) 未成年者,It's a minor problem. (それは小さな問題だ。),,
